# id radicand root remainder
00000074 302c71194098b7f2c5f1 6f0d30ea60 0323d5f21f1
00000075 5ef46b233c690c53073c 9be95cd456 01732647a58
00000076 22b5c67d9f802612e7cc 5e43af1be9 0010479edbb
00000077 4fef8993fde005004983 8f0d029c66 002d7dbd0df
00000078 092de6cf53c4cff90281 3079ccf52a 02b763f979d
00000079 950528411d9f747c6017 c3516e81f7 163343d83c6
0000007a 55609b4a00fda7006d31 93d6fd2998 08849ce62f1
0000007b e58e537366f7004a09ec f26aec51e7 040982e0b7b
0000007c 10b115d5dea7c6caae2b 415e6c52fb 06b541cec12
0000007d ff4dea6e8e8c68988d38 ffa6e5b5a2 023dbe612b4
0000007e 9a75f3efeabbb8e48908 c6da017a70 0f2c9759808
0000007f c7bbb57cfe62fb47f09d e21f8b1a0f 0020a56e3bc
00000080 39bfb4fbe5a126ca7e11 799698befc 0767d0f7601
00000081 5e05927e77a8d8722c9f 9b24ca7e42 00eca05239b
00000082 b05e4c5f82d8092d5922 d47c6a3567 073fcbd89b1
00000083 096563bbb0649fe392ca 310b762031 05cb8ab4969
00000084 5bda3f40b30628506722 9957f37b3b 12ae0fca789
00000085 86b5171ee1f222e7779f b9b39d210d 07e66b11cf6
00000086 414bb999c1cb51954ba1 814a100c60 0e244fc27a1
00000087 e142cd2e10eca600f8a7 f0239dfc86 1204c8ce283
00000088 76da3fdf8bd619d5fe43 ae6e643eb5 0a58111d24a
00000089 566997c0204bf817ab95 94bbb92997 1043b17f484
0000008a 76916e319e7300e114cf ae38ec884c 0f62c303e3f
0000008b 184637a95712e87ea013 4ed48f0d4a 0087f2206af
0000008c ab5f919fa61a648dd440 d17495c280 13a67c79440
0000008d a07ce6a7da085788a50f cab1b0fe7e 0e7314a5f0b
0000008e 0c7a7ab709802bcf3a78 38850cb8b8 06f25463638
0000008f 94c58c2bf188b312ae3c c327ba6cb5 0e967e57643
00000090 706acae5f5422078cef1 a9a4a45d20 029ad988af1
00000091 2c227bfdb53464fc3c19 6a4b59223e 0c33d4bb515
00000092 8616f7fb4a9ba80b4cdf b9467fb357 116a616854e
00000093 d03eb55d30fd7791ae58 e6e4205225 01aebf5f4ff
00000094 d3f791ea78d9974e16c8 e8f20739d3 0e274b472df
00000095 db0750dc03699b3f8e49 eccb382815 0cebdc8fc90
00000096 f55df5c084017004a933 faa08bcf97 13d99b51e22
00000097 1d06a1ae14a6ff41b626 56337c051b 0654affa54d
00000098 367dd1caaf694b3ef8ff 761bfe9f71 05aadb5691e
00000099 776578b71e47505b32c3 aed4702142 05ce2491dbf
0000009a e677b6ee5f8973b11cb3 f2e60895a8 0b5e1b41e73
0000009b 851b0054835fbd8d6221 b8981a67c1 001504c82a0
0000009c 5918d9f6b5bbff61ea18 9706a7a9e4 0fe372b1708
0000009d 9332bf14715cc552656e c21ed55ae1 13baea56bad
0000009e fa68c4ecec35928d78f4 fd306f2f12 0b0f849dbb0
0000009f a5de8524b7ccf313904f ce1079d688 01f72bbe80f
000000a0 d55e7fca1b43ab71aa76 e9b6ede974 110a5c54de6
000000a1 8020c21230f9f49bea40 b51c1b91c8 14e2167be00
000000a2 c8dc8b62c00a471a6a1c e2c2cfef8a 06fddcb73b8
000000a3 c9704fa2262493406b00 e3162990e7 0d3233dba8f
000000a4 e0b51eda5cb13df998fa efd80d2150 06dd783dffa
000000a5 bf3ed2169e6a56948090 dd4432ec08 11509d5c050
000000a6 c8a2a18dbebc676c9175 e2a21cd365 19da6c4eb9c
000000a7 c5547bcb94330bbe05c8 e0c23bac0c 0881a95e538
000000a8 ccd67fe9fb7728be4ec5 e4fe9a37e9 0957c345cb4
000000a9 1f56131c273e86840d9a 5990e7ad95 0b22deb54e1
000000aa d5c6df387d918c311bd6 e9f010890e 009e1111f12
000000ab c0fb6a3895972159a76c de44cf68c9 145b967b99b
000000ac 4746b50763b79c74f640 8714935194 019b27df8b0
000000ad 1a2d0d05602931eb1ce5 51dc257676 066ecfe1e81
000000ae 28635e0c430a77aac9e9 65aec41abc 021f5000fd9
000000af b27bab59d7f0e95e23dc d5c18f9fd4 1974ebd1c4c
000000b0 accde32bacfddcf1d4ca d253fae496 0c957de4ce6
000000b1 253f4b3b71bcfcb84a2a 61a619ae5b 015743275d1
000000b2 2a5cc03fefe8932b6f0b 68235cc1c6 070962f49e7
000000b3 ff73101df27fb4059a11 ffb97e5964 1b90e5eeb01
000000b4 cc55a434a3c5919ecff3 e4b687e491 05c889e35d2
000000b5 e512ef2d352bd657e39e f229bc7e90 1979445d29e
000000b6 8ed2338513473b36a345 bf366328f0 1794b0ac245
000000b7 aee81b5ec5f1bf1bbee0 d39a892681 17e4f3f31df
000000b8 6181023190f8e4a5d986 9dfd9394d0 0a18744b086
000000b9 6ab2aee78f0e8d62ebf4 a54583e68c 059527b0f64
000000ba 9eff79787ea7cda8319f c9c042ea61 1469d0eb8de
000000bb 3d724d7605e3e3d6a86d 7d6ba61649 037f53a079c
000000bc 71537b18904e4889e295 aa53db93e9 09acc6e7884
000000bd edcfe73e8ae35662fe1c f6bd10731f 044f8be205b
000000be c8e8872c26f256dbe92a e2c99382ef 05b676a4e09
000000bf da1ae568ab724f627ec8 ec4b495d9d 019cb9d0c7f
000000c0 e0e77806e91ddebb17d0 eff2ea530a 0f70d839b6c
000000c1 e77b96944b36cc6a7f4b f36ed41192 1443965c807
000000c2 7313a0eb7b14896b9c24 aba358d87e 03a87b6be20
000000c3 358f7e24783a4a606aaf 751898ebb1 0e65f31fa4e
000000c4 23371c1ee1ca8575d105 5ef2abb0ca 00ef58371a1
000000c5 d1bc575f4baef9b1aeb0 e7b750f52a 1c6c8a843cc
000000c6 a3444a699f183e5d5c62 cc71005589 13d2fc91911
000000c7 876126a6353ad8a9728a ba2a1055e9 16b8ab4e479
000000c8 57732d1b678798ba1782 959f9a4a35 0aa65736889
000000c9 417fb8b9a8a815f669dc 817d8032d1 03320e01b3b
000000ca 3d687a23206925bfa346 7d619ea14f 0b9c4972ce5
000000cb b1ae89a203c0755fad91 d546965635 020563c0698
000000cc 4153bc3b452f364e6aa3 8151fdfc96 02f109ac2bf
000000cd 266e914991ee93f68ce7 6330869476 03e9255e683
000000ce 4c4c0c8b7842382c72d9 8bc1d1c671 07037d774f8
000000cf c38af6bdc7f4c775f9cb dfbd154918 07244a7478b
000000d0 7d74cc1544313b7c94f1 b3362b5959 0b28c679400
000000d1 05bdec18ee8ba9f2e820 2656edbdc4 013105fea10
000000d2 08c012cbceab2c7b39ce 2f5454788c 047f7d7ad3e
000000d3 f58714e37e48c7cbfef6 fab58b569c 1490516cfe6
000000d4 f1402d93dfacfb3f9c98 f8841561f8 05c0311bc58
000000d5 d3b2dc5801e853607205 e8cc42f5a3 178f7a30c3c
000000d6 e924d9ed355713ac35cf f44e0983e2 1ced1d7224b
000000d7 9ef5b769d94756a1ca05 c9ba11f092 12d592bb6c1
000000d8 21c2a45d1308cd785bf3 5cf73f667f 0441fece8f2
000000d9 3e12131114a25c745ea9 7e0e4b7287 0fb4a1ddb78
000000da b42b1425f4938592c0d9 d6c349aca4 02dc39df7c9
000000db 56e9b2bd39823df96efb 9529cfd0c0 0717d40defb
000000dc d64e27b9a7a4ddc013c2 ea3a0a27f5 13eb45f8349
000000dd 72a1647bdef4dba35853 ab4e127839 036ff29dba2
000000de ad0fca8e24814fea8b0b d27c128b13 1430db0e7a2
000000df be0660e1874079ed7479 dc8f2a5dc5 0e37cf0bae0
000000e0 f0b4a135b44eef2fae38 f83c2adfc8 0bafdf1a1f8
000000e1 2b904dadf531e640cfc4 699abe5841 02a93580f43
000000e2 ce7108265136fd4a1b90 e5e3a0d676 0b8f2209d2c
000000e3 cefcf41aeab8279a8db0 e6317bd931 19cf840724f
000000e4 57be762bb220795be7e0 95dff4306b 04bba3b9b27
000000e5 e87bfb134a6002beb96b f3f57f49f5 0689a4b14f2
000000e6 70a8a4f76d875a2146f3 a9d3492733 0abe70ab2ca
000000e7 ebdb4d99404825a4ae7a f5b8d53c9e 11b185e3cf6
000000e8 7c48c8a15b67eba8b623 b25f6294e2 0a9dc0a9e9f
000000e9 139e4975cf2272d04384 46de3b8102 07642e13f80
000000ea a62d3c27bc58b139dc9a ce4159261d 14671633d51
000000eb b0e1204370a4783021bd d4cb2ae20d 16ce6512d14
000000ec 48bb08698330f008b1c4 88739a8c83 075e34d26bb
000000ed 675cb84da2c43fc017ec a2aae22978 003a1286fac
000000ee f0a344455dedb82e1364 f83336b90a 12126369f00
000000ef 5a5022a3a4de5c6a6d77 980d95d370 0b52d689c77
000000f0 442a68b12e9ef9286858 8419995726 09044118eb4
000000f1 fe080f71474c1341dfbc ff038b3d99 1508a499a4b
000000f2 60c59ace02d88954953d 9d6575e278 0ad0f4c7cfd
000000f3 bad85598ab49a4ec1683 dab4bf66b9 0a70ba624d2
000000f4 9500f3feb97de695d84c c34ead2bcf 04d8550a6eb
000000f5 326e3f3a9d158109128e 719f8e7ab2 03c0cc2eeca
000000f6 8cf4be890b072c64dc35 bdf5b8ac0d 14c8413638c
000000f7 c4818b455fffd2d24f98 e049fa398c 1998872ab08
000000f8 1619f2c3651312511326 4b38264f8c 0821c095e96
000000f9 ac07e7ebbf66b0a71dd4 d1db5bd743 0c15003824b
000000fa e8fd44a139dd09b432cd f4394b708c 0a38e31663d
000000fb b33fa1d89b0a2fd3b62e d636c7d987 18d531b90fd
000000fc 240bc3e4026711041fcc 600fae92c8 027c4fb638c
000000fd 7d1521419f97ba3cbfed b2f1c9fce7 0d1afa7277c
000000fe b34026310cb6f65d6dc6 d63716ee2b 06eaf65728d
000000ff 44a2c483d76f3a690a81 848e058d44 078f7cd1071
00000100 d08393476f4d21da2eb2 e70a4abb04 1a82aeb56a2
00000101 41a5485bcdeda8fdcc9b 81a29bda79 0983c057f6a
00000102 39ed7b1deec64e6ff4f6 79c6bf4764 0e4034f55e6
00000103 c9069b03383c511f2e22 e2da8cb4d4 09cf9845e92
00000104 ac3fc99320e5412dea4a d1fd6ea88e 00b4c2b3b86
00000105 436f8639ba6023234f24 836406fa68 01e315404e4
00000106 951608aa92209219e6b3 c35c7d89e9 07b2244b0a2
00000107 e48fe4454567c9d2b405 f1e46eb485 191403b66ec
00000108 7c3c7a2e89e9d80e2ca6 b2568d9aac 07a8922c916
00000109 a33f4d34f5ef1bc1bf46 cc6de0a815 02ea6a62d8d
0000010a b105390c41e8f07da7fe d4e0e04f10 0827c12c6fe
0000010b fad2d320eaca750d06f2 fd6607517f 09db22969f1
0000010c b0cd41171f9470dbd367 d4bf368074 02ce7779ed7
0000010d 54321ecc62f0830d3253 92d02ee791 0a8d97a3232
0000010e c145f8b1539a1adcd5fe de6fbac517 0892bb46ded
0000010f de8f17f70d4971e03942 eeb1cec5a1 1a228330a01
00000110 86a1f9b2125f1019f01c b9a66fbb7c 13e21438c0c
00000111 d6a12e30d1ed4b91ff37 ea6764e2b9 186843ed586
00000112 7a1c8ce02c9cc37ed933 b0ce78fb16 119009ab34f
00000113 2bcd4350bfb00600dea1 69e487b07b 083529d8388
00000114 be8961c158b766d38361 dcdb242b50 00050ff8a61
00000115 c53c3c77685edb853534 e0b46c2d34 0178fa9e2a4
00000116 725c2dabb25c2db0c581 ab1a530f82 096b674477d
00000117 6105fadad37657b235da 9d99c75251 086714c3839
00000118 bfb7b60351290bf00ece dd8a16e490 011b71f3dce
00000119 6b9b68dd536723df0f79 a5f960261f 12c38f1d7b8
0000011a b538715eb7c871a9c5f3 d76398c78f 010424a2412
0000011b 12456242541d507f7771 446432e6a1 048a1d5c630
0000011c 4ce1246f12a41323042f 8c4a1c52e9 0bb2150ec1e
0000011d 4ab8723a5a97f97756cc 8a4e3d829c 009687c87bc
0000011e 213ad73ed8e1e7e24b0e 5c3b878450 0a8371fb20e
0000011f a65e0afba5c8abbe6079 ce5fa1180a 07a00e88015
00000120 c4c76ff717798092bd57 e071d9e76d 0f11e92d8ee
00000121 3dffd74416d796058467 7dfbc64b69 0d4f362d356
00000122 ca9b9d28cbe04d24aa6f e3be9fb2f2 1754f733dab
00000123 64ab5b933e407371b941 a088db8768 020ffe2df01
00000124 f3a28b2a88f184385ad4 f9bdaf18f1 1888e4c47f3
00000125 d15898e6e677c9cf94f6 e7803127bc 0038dacc2e6
00000126 932e4e495cfccd7439a7 c21be7bfc6 0a562772c83
00000127 26f3d9f002d787246138 63dbf1bd6f 09b65f94b17
00000128 66b30a632705a77d8bb7 a22526b678 08c49ceb377
00000129 7de2c2a6ac4d4f64de7f b384a46a56 0c83509899b
0000012a ba4b7344b7d2d1cefe32 da623ba3d1 08de2a52d91
0000012b 30504ed10205ec6c3423 6f36803f05 0dabbe8be0a
0000012c 26f66533530ab1d02c9d 63df347aa3 08eaad868d4
0000012d b3c80e8301af2fb1e82a d6883d03a9 0b4e11a8299
0000012e fe3635f4f2cc264d81f1 ff1ab44a34 12927ab6761
0000012f b831ee4149f9529295e6 d926497470 07475bce4e6
00000130 aa9059b717b61568f5e7 d0f5cd5b50 03396b6fce7
00000131 c5d0b4f155898a984ad0 e108ef4acf 151d639f76f
00000132 f0d1b8cb0f8a16330f1a f84b2ab212 134a06e05d6
00000133 b0faa5b449ed1697b800 d4da84561e 12912af8c7c
00000134 3afccabb573bcae8367f 7ae2a1ad9d 0f2c1b0a436
00000135 d42a39e6a1dd14ce3bd5 e90ddb46a9 13bf2276044
00000136 60c2d77e988a5588366f 9d6336a8fc 113b3ac7e5f
00000137 2cc765e8a255db9d950a 6b1137ed0c 09a8cf65c7a
00000138 2cf19264c6aa7c9af02c 6b43976250 0cf7c79972c
00000139 cbf666ea415d990717fa e481349b0e 15a216d2336
0000013a 42fc677e3fe1f2a4b54b 82f3b0c22c 086daddfdbb
0000013b 27c2f463ca644ba5c58d 64e40bd563 067eb45e144
0000013c fb9bccda4146866b0737 fdcb77f94d 17ab00e260e
0000013d 3e79ecd2b5d97e7cddd1 7e7793458c 0a864d01941
0000013e 93dd2d36f6ee895d771c c28f15ee7c 0af02daab0c
0000013f 6d650443a2b291b86d3d a758d4a621 0ca4f419cfc
00000140 5dc908a5ba57e3a00b3f 9af2d013ac 116ba9d0faf
00000141 f8e1159a4b8eedb98209 fc6a1d4416 08436a1d025
00000142 5b42411f7f9fbf52e90d 98d8df7df9 03ed987ccdc
00000143 7f941195962aa2e9f42f b4b8916f13 1284f3278c6
00000144 5b9196f503438420e344 991b414d1c 0df5caf0834
00000145 74907fe35fca0cd21eb8 acbe78afa2 08074733c34
00000146 9ab6aca2793840771f6e c703a65312 139fe2a722a
00000147 43a56561b81f029a3d18 839877c4aa 090b5797c34
00000148 29181a9dd231ccd35c18 66914b7c83 07f3582310f
00000149 ade1f6c39e64ac9fa3ae d2fbbb4394 014a890d61e
0000014a ea2c4a99b7d83245337c f4d7e92e47 05faaa99bcb
0000014b e0397ca574d0a0f25fa6 ef9608f3a9 16872781a15
0000014c bfd44fc6c5335f7c1063 dd9a9c9c5d 0b28aa2969a
0000014d ef219fed730c6299b896 f76c055cb8 1a461d4f456
0000014e 250fa9a2207b71c5c219 6167960fdf 0c16575ddd8
0000014f 562f057781f425981344 9489488429 08da84dc4b3
00000150 88f0a9ee8b688339d3c0 bb3bf7b500 04bbd40d3c0
00000151 ed8544d7b0c06ecbc407 f696559fdd 009e6357f3e
00000152 c6585d9067f1f8d3e250 e1560bbe4d 03254bf7f27
00000153 e571ef7551968b4aaa61 f25bee4090 1b40f425961
00000154 666971374e605e4e3e53 a1eb02c2f8 0756df16e13
00000155 b2943120d346a3894453 d5d03e5637 07963dc4482
00000156 acfb0d3706f9b34408a5 d26f757292 0352a89ad61
00000157 b646b1e428cdcc56b504 d803f79a52 154b913f2c0
00000158 340d0ef6887bcb48d753 736f28d807 05780cd0722
00000159 ee56bc0a78248ad7dca2 f702f8bf8d 15ca65428f9
0000015a 547cc5ee1f4f32ecfe32 931136a8c4 02188fb2822
0000015b 9e3d5aaf55ddc40da8cb c944f49baf 0a1a7c8472a
0000015c 775c86014a4b05570451 aecde2e2ac 05e8cf2e0c1
0000015d 64eefce12c2e72fb7f4f a0bebf00e0 05fa4babb4f
0000015e b88259e4c1e36fb523d6 d955abc819 15be7e81165
0000015f d121eac448ae7b12ad28 e761f36a57 1a37fbc8397
00000160 6a25c70e39afc2781a2d a4d83ebea9 009aa9cce9c
00000161 fc003ca6f836a2c3cad6 fdfe1a86bd 085f175634d
00000162 edf00264996534d776f1 f6cdb7b798 163c5dcccb1
00000163 3a8b776f9d64fd99e1ba 7a6c5df7cf 0845952c859
00000164 f093869ac3b2ad0c717b f82b187048 0253e4d5d3b
00000165 a2cf5821c820c069f22c cc27baf583 0012899f123
00000166 b817cbbfaa3a82177eab d916e1270b 0d8f6cd2432
00000167 d29d70b2d5031da99188 e83387e764 16b690bf278
00000168 ab68c038762004e3e683 d17a322793 08e6d59c81a
00000169 2bf87cfa3a9380a1fe84 6a18baac4f 0b9d9dbbe23
0000016a f1bd17bf0ae07f02123e f8c463a868 0b58fc967fe
0000016b 8522f0839f758c264013 b89d9b7759 0b8a4bc6322
0000016c 0def4e86bf612add3650 3bba186693 03e2a33bde7
0000016d de258616dae9776fc098 ee792b6bfb 0c4bd91f87f
0000016e 6ca51759acceda25f524 a6c5c75d7b 02914c95c0b
0000016f 52d89b1192d24a007026 91a1ba2c07 01f7a4207f5
00000170 097bb904d9c788f45357 31459cf7cb 03f2bb2f85e
00000171 8c17ccdc741f8aed0ac2 bd609d6441 030abf03241
00000172 4f3df0d09e481d3c0dc8 8e6dc0afbe 0d03b96bcc4
00000173 d99091e7bebe730f96c7 ec004f2285 1102051fdae
00000174 7d8ceabb32165e52ab03 b34764b2e7 033fad49e92
00000175 19bc84537ae9c6f934a4 512b702095 09132739deb
00000176 32f5a01686f83dcf7adf 7237aaa5e7 032397fe46e
00000177 17f806e01f0c38b6cabc 4e553216ae 027cebc6c78
00000178 61ad0deaab223f4963db 9e213edd7d 04bfd1c54d2
00000179 3423f72c2c0ef52972f9 73888c9e91 011145a24d8
0000017a b85825d1acd8022fefd5 d93ccf432a 05aa2a4ecf1
0000017b b37729b4bf4bbb6b7f7f d657f3bb52 0d4d8ae993b
0000017c 2f1f4b41df228fd3b8d4 6dd5414daa 07923f003f0
0000017d 4391f8bf42e1c063a119 838591a4be 0644b23a415
0000017e c3daad34a98297fd2e43 dfeaab1a12 021d94984ff
0000017f 54d536de7f021b6bd149 935e1c19fd 0489d706d40
00000180 56834d53ace645444656 94d1d7a0c4 026cf16b046
00000181 cd30a8636e146aa75834 e530f9dca9 11c0bb270a3
00000182 68b3b596d7c7a725e7e6 a3b7e8074c 043c530a956
00000183 1cda903d1b7afdd26367 55f1f34cf8 0a4d7de3327
00000184 34c44f978496dd64a00e 7439aa9864 06b95ddb8fe
00000185 12adfc9072540d4ee4c4 4526e38979 00d0ae62993
00000186 f2c9e76672c58acfe2de f94e8d8493 1caa839f675
00000187 7e688d809180e6a2338e b3e3f0a8ae 0cb9d3d5d4a
00000188 90d940e12395c7ef96b1 c0909f7394 03e81e94921
00000189 75a413d056dc48fb9601 ad8a333499 11f55371290
0000018a e0c74ac8d4f9fc293bdc efe1bf9417 0593e2ca1cb
0000018b 0bb94f70d8c4e005bd7c 36c8c26023 03456df78b3
0000018c 859c18ed6b2e273bd6f4 b8f189121f 11b62c57733
0000018d 342f0c0bde18c8ac6c55 7394d2f40f 0981f63d374
0000018e 2ec6082004acda0ae3cf 6d6d090642 0d3353fbacb
0000018f 28b875d06c09ce9e35b5 6619a9b702 030472659b1
00000190 ddf64a01b91716431de0 ee5fcfad23 109a890cb17
00000191 d425bab45586804086e2 e90b62fe2c 14f22352f52
00000192 9672594e57b521996f28 c4402fcfef 0d79ef30e07
00000193 30c24cc52d9d370fd39d 6fb9660e6e 0aeba979c59
00000194 f3cd4c8d91cad60b8332 f9d397fcbf 15dd930ecb1
00000195 aac1bd413170ee7dde7e d1140c0e46 058a722235a
00000196 b611fd3850bcb268faec d7e4ba42af 07e02be474b
00000197 96078c13541b0d87a758 c3fa7abf40 03735a71758
00000198 76d88feb5a49a4668cb2 ae6d274455 0875e434879
00000199 eaa89c0015a92f7768a0 f518de58a0 1ad5b4904a0
0000019a 1ae6094f47aebb86768b 52fb6dd880 001a76e368b
0000019b 8d1d284372bb44813c14 be10f1f2bc 0a8d8614204
0000019c 78d6f1f7ad186a7926dd afe221ce3d 117e498ec54
0000019d 66abf303107365660f72 a21f8d877d 13097fefc69
