# id numerator denominator quotient remainder div_by_zero
00000000 000000000000000000 00000000000 000000000000000000 00000000000 1
0000002c 61f392b10babc97015 10d0429e97e 00000000005d364cb0 03257138175 0
0000002d e76e03e779f8194867 1a2e4f8766a 00000000008d6f2aa4 09acb8a087f 0
0000002e 2065e0c4ae52d325e8 07d5a21d4b1 0000000000422a2754 06f114864d4 0
0000002f 6bf6606e4e17671723 147bee931fd 00000000005454267c 04b96035297 0
00000030 e7d25a24600ab44a91 10a013c99af 0000000000df1a3fbc 0b22b9b5d0d 0
00000031 48ff2f6cfc75549b4d 173f09a4aea 0000000000323e13f9 05c23065fb3 0
00000032 1acfbf5335e4e11d33 05f9cab7fa8 000000000047c99aa0 025fbfe4433 0
00000033 21150cede5b104dd20 06f9e2d874e 00000000004be019a7 028d0dafb3e 0
00000034 d62a402b1398eee748 1775c88dfd4 0000000000921002f2 150288ba8e0 0
00000035 9f6bce1e8e7bc63f77 172e139fd49 00000000006e0a5f88 0d90d1f99af 0
00000036 9e8905895d362b4c99 0babea81ddc 0000000000d9542f41 078a7d053bd 0
00000037 a7384cca2233811269 193c39d0ec5 00000000006a05e61d 07713986818 0
00000038 cbc79b8a28e1b37f65 0abb3d8b95d 00000000012fd354ad 01760c4b78c 0
00000039 8b25497f98c2f387e0 06edbbcb18a 0000000001415292a9 0092ded9fc6 0
0000003a 2280a6a048ef4b7360 0c98fa900d8 00000000002bd239a7 0089dabce78 0
0000003b 82d8b8fb0949fdf697 0b89e3c7d25 0000000000b5701a53 029ee7ba198 0
0000003c e5800f18e2d51b50de 1d03519b25f 00000000007e9071ec 142723ef24a 0
0000003d fcc7a4967c9a729364 166fc459f7b 0000000000b44338c5 0b204caf1bd 0
0000003e 2d9bc67bc8c41adc18 039b1c494f8 0000000000ca5f6c43 03156c73f30 0
0000003f 0654d95eeb4d2dc5de 1c4d456b762 00000000000394524f 0e1d505caa0 0
00000040 328959ef8db1da5401 0208014676f 00000000018e118b7c 01b236ff53d 0
00000041 f4d56823d834f208e2 0b6255f1377 0000000001581af82f 0635b8c2e09 0
00000042 4b01638a3c1f9332fa 09d94055fbd 000000000079da6305 0164b803d49 0
00000043 c86521792eae3dac8e 126cff8cf3d 0000000000ae034723 06c5a086c37 0
00000044 ae81a36c4bcc723d23 1bda80b6712 0000000000643e0958 12ba38b2cf3 0
00000045 1f1bd494153220adb6 173c6c7ee34 0000000000156bc7c1 02c177fac82 0
00000046 dd6491016ce5431984 1fcc1a401fe 00000000006f66f46b 001b69c2c5a 0
00000047 a7407cbe5351b45a56 1b9f60961d4 000000000060e0df8d 0af88d1cc92 0
00000048 cd4aa8390fd7d2ce66 0da7a6b23fb 0000000000f08c7ad5 09df044408f 0
00000049 21aca4b31afa80c572 069a01b9417 0000000000519d7fed 01ef9664327 0
0000004a e7c83c2875cf978f4c 0a64e5cd571 000000000164ca0e34 05341e60658 0
0000004b bd94fbee6c65e89e8e 074c485e001 00000000019fa31e34 04d8ad4005a 0
0000004c a41e5462270a65c26e 01daa560302 000000000588466806 01a389ce062 0
0000004d 8065bc3c4cc3049886 111503b0a3b 000000000078438ee5 10fe916b7bf 0
0000004e 21e2e45cd3b6f91d83 011f899c6e1 0000000001e2b6ac39 0050526a96a 0
0000004f a990566d8f8d6a1980 15b92f15989 00000000007ce3b55a 1187fc7c256 0
00000050 9b15a9d7d22f7aa9ad 1b09524e9c0 00000000005bc739de 0b2ad2c352d 0
00000051 d0cebdf1b7d5f7fdf6 0299ffa88ba 00000000050433591b 007b7f4e858 0
00000052 fd5a6a865e6a95078c 0f881611e9e 000000000104fe7700 0c56c95958c 0
00000053 793c7ea8141852abe2 15db32cbc1c 000000000058c075c9 068433a2de6 0
00000054 c92783d7d73ba31ef5 1c5ef4bbe81 000000000071714ae2 0680dc2a713 0
00000055 3bce7cc17d172dac5c 0c56c281b31 00000000004d8d48c6 01b7185dc76 0
00000056 c40dce7a9a1df2e3de 17f9b333e7c 000000000082d63733 144fca8cd2a 0
00000057 8abeac46e3f02bba0e 0a262c20fa3 0000000000dabaee79 002ad7acc03 0
00000058 2f0e1f553801c7c632 0c1af4b5512 00000000003e31c99c 08965a2cd3a 0
00000059 b64a0192a1f1b10386 09636dc8be1 000000000136a9b1ba 094cb33d10c 0
0000005a 4dbe61cb28c0992a3e 045983d8ab6 00000000011df9c006 0107e1969fa 0
0000005b f8b2935db9f2496e80 1486e0807f1 0000000000c1d9f4c9 0307a207e47 0
0000005c 36f64e20437b42b8ea 0a8a1e3d17a 000000000053700fd7 090f847a574 0
0000005d 9c7c968f76e6282d0c 0537eb5bae3 0000000001dfcbe61b 0075414851b 0
0000005e 5461265ffeafafea15 04ab7880df9 0000000001211b45fb 0257f4319f2 0
0000005f fb9d39fb91222d35f7 14992770e5e 0000000000c371ebdc 065082e932f 0
00000060 ab613dfff20c9405ca 1c162658193 000000000061a1315d 0ecaf73d063 0
00000061 738c950cbec4da1b58 0abb62685de 0000000000ac44e0cc 05b320d2e70 0
00000062 8dd9e7bb3d61db728f 0e56a659d69 00000000009e49e9f9 021b7cfc66e 0
00000063 001e7146725dd10f5a 13954f734cf 00000000000018df4d 003850ddc17 0
00000064 0f4919ce1afb487145 04c3b918001 00000000003354bcf8 04438ffb44d 0
00000065 8c0f99dde1b6c8056f 0d91ba65006 0000000000a526a6ed 0b187080be1 0
00000066 c1cdde574319c7f92f 03d08db1458 00000000032ce19165 016837b1a77 0
00000067 71f9b52a4ec31c8be3 119dafd048a 0000000000678526af 0d99fc7f58d 0
00000068 6a2a5c10b9f22b1282 147736cf157 000000000052fff34a 0afe7eeba5c 0
00000069 d24b4589d870c3fd61 0ffa09b7e03 0000000000d299bf46 0d1bd704b8f 0
0000006a c6ba12d70118a0f26e 0e16f808590 0000000000e1ab8e67 0372aa5557e 0
0000006b 1cd65b6640b3f62505 07e62c6d6bd 00000000003a694896 036018a2a47 0
0000006c 5704d468e7542eacd9 003c9e71f8e 0000000016f7d5b72a 000b98efd8d 0
0000006d 8df0762ca6464e6f1d 19444429ddd 000000000059e1e5e1 0d81c4dfee0 0
0000006e 327b7044bb3fcd53cc 0e08d1a6053 0000000000398d63f5 04979980b5d 0
0000006f 1c3f9b5687ff2b9f1b 145933d606a 0000000000163637d4 10c6e450153 0
00000070 5ec955ae1166de5895 180489f0048 00000000003f24f2b6 0c9b5701565 0
00000071 72983af94814ddb504 1529e656fe7 000000000056a28ea1 0adc8d232bd 0
00000072 c88b43e7ff2d9f7545 1f2b50f3fd8 000000000066f1d747 0d3fd6e585d 0
00000073 b9ca2cd6e21362b593 1c2c59f6ff7 00000000006983417d 1177eb652f8 0
00000074 d3426742a13e13e68f 11749b9e708 0000000000c1a4d3a0 009e757e98f 0
00000075 ae79779e0ddd22b8f8 15516936503 000000000082f32d49 09e1c80641d 0
00000076 c4807034b7017bb53e 16adc22d615 00000000008aa21ae5 051c14a1275 0
00000077 3dd41be1cd31f36cee 1bdf8ff3b7f 0000000000237dbff5 0750e48bb63 0
00000078 af37d13211eba514d2 146bccb8488 00000000008948b1ff 0e9180a095a 0
00000079 9a94fb610c5cf95b58 17b00ed7076 00000000006869c79f 0db26aec80e 0
0000007a dd593184a3665d4be8 03640b720e8 0000000004147744f5 03466852de0 0
0000007b d23c9697ba098588ba 1a6f605f8cd 00000000007f3f45a7 19a021df9ff 0
0000007c 7cd821899497fd0422 0c151ded87d 0000000000a5529537 07b6411c047 0
0000007d af2ad2462188efe02e 1afdaec70c5 000000000067d66f86 122e4996e10 0
0000007e 8eae82668b16017764 15ccfc7eecd 000000000068b78d63 046a09e351d 0
0000007f 3de8c295d6b8935dcf 0b282c24e44 000000000058c8808c 0218a0e909f 0
00000080 9a3e1aa1dcff84eb71 055030f57dd 0000000001d07a2238 04bdb2c5919 0
00000081 372a724ee119cee8dd 04648dbcb13 0000000000c8eeaaad 00244c20f06 0
00000082 ad5224e78caa9546fe 08875fa982e 000000000145263501 032564528d0 0
00000083 54ca38bd63edac44dd 149af2b40fd 000000000041d6e48b 0b6bad0a77e 0
00000084 96d1360f7958755274 05e4b3a4a96 00000000019974cde8 0340bef9c84 0
00000085 b88b3d2903944ad68a 04e316f718a 00000000025c2fcebd 029f750f7a8 0
00000086 a76023cf5746a76deb 045d9e7394c 0000000002656b9dd0 01b7de1442b 0
00000087 3f5b0f59957cae4d02 0bf33b10808 000000000054d3ad98 093ea8c2042 0
00000088 023dcddabf310eb54e 0fb8ff8e5a0 00000000000247ed17 008e5bcf3ee 0
00000089 45f49b724b02428451 11d83419be7 00000000003eb970b5 0d4e4bb39fe 0
0000008a bd0e061f775afb7b50 1a5c4532143 000000000072c02a67 066f1d41b5b 0
0000008b c3d20145889edbe4f3 0b6e378cb1a 00000000011219f33c 091fc389cdb 0
0000008c b0d95ab50acda9510f 1db8efef696 00000000005f334bb0 0e7023fd7ef 0
0000008d a0a8c174f6984219d1 139fcdc3e6e 000000000082fd08bc 11c75dad109 0
0000008e a22cf1de5ca456a421 0b8645f2046 0000000000e127e242 05b58a88615 0
0000008f a7bd2122468c353ea1 0d2d1a79fe3 0000000000cbafede0 0579d573101 0
00000090 ce969da09578a18f89 1d7116818fa 00000000007045048f 13103b5b3e3 0
00000091 a4d71adbbab0c981eb 1d938e6cae7 0000000000592c88c7 16faae3105a 0
00000092 7bfe090d03ec483684 06fda54cc71 00000000011bc8ab0d 03e8e2259c7 0
00000093 ec7a4797a34e3f94eb 0edefad9a27 0000000000fe6e40f1 02e5685b634 0
00000094 3651c6054c3390f4dc 15d1995a231 000000000027d54daf 0c04ab9585d 0
00000095 35e549b0a317d54e5e 0142119e62a 0000000002ad6eda52 001277dd0ea 0
00000096 7bca44491a7867c4be 0ca715bfe38 00000000009c8a131e 0763191d22e 0
00000097 bcfd057247b2bdc578 16d956e8b73 00000000008456cf72 09ca01faf42 0
00000098 7e9f48828139c38b5e 197a1fbcf35 00000000004f85534e 00539533a38 0
00000099 55252a8b532ac32960 05e6bef449c 0000000000e6d96cae 0278cf4b758 0
0000009a 058e797d80b782a0cf 06877cc85e0 00000000000d9dca7e 053e4d5fc8f 0
0000009b 55768ecf9249b2b48e 09131a03efe 000000000096af6640 00c24e7c10e 0
0000009c 72e75532ec02f99b96 0f8f172fef5 000000000076292cc1 0ce743848e1 0
0000009d 41eac69fdf8cb7e5b6 10fa0e30a6b 00000000003e1fdda0 032d1de03d6 0
0000009e 6b356ea8546468051f 090eb519527 0000000000bd62654c 01e74695a8b 0
0000009f 1dd56bccea3a27521a 0ddcc0bc29e 0000000000226f2cbe 0486577b8d6 0
000000a0 b3da090b6c63bc54ce 036c27b01b8 000000000348cd36a9 01bedd36256 0
000000a1 f643d4e9457d1dae3c 1b6bf8cfae0 00000000008fb0b23c 030f7a321bc 0
000000a2 abe4773e7b106563b6 05f60ee8855 0000000001cd5db522 01ef2722f6c 0
000000a3 564317269a660f1fc5 1c7a855f6c7 00000000003076d76d 0527779ec0a 0
000000a4 313334ea9157e8354d 03b99d4e82b 0000000000d3536531 0152f9dce12 0
000000a5 2ca37d59aa575283b1 1f23037b6b4 000000000016f026b9 08e7930c39d 0
000000a6 a14abe5d114953ea7b 016510177e7 00000000073a3d60ef 00633f359d2 0
000000a7 35fa3685a863d90d4f 1f3177d6760 00000000001bafccc8 06550dfca4f 0
000000a8 f17e3b1a9e6a151925 0de360121ac 00000000011636d23b 04d27eb3e81 0
000000a9 f1f89d6658009903b3 06ec8badb8b 00000000022f25abd8 0639232ed6b 0
000000aa 7d7fcb0c886de6ec65 03c08a95658 000000000217295451 02163e5ba8d 0
000000ab 07d1604224dfd059de 113ebc5c227 00000000000740e15e 0dbe2cec88c 0
000000ac 8596df8384b639cb17 1b102105335 00000000004efad199 0bfbec7cb6a 0
000000ad c563a0a6892f72dd74 15d6803261f 0000000000909f13fc 078734409f0 0
000000ae e629ae2a2e8365359e 15c8552d7ec 0000000000a90fea11 0c67cb326f2 0
000000af f5e8922705f50fac39 056811906fa 0000000002d7bd4361 02b612e997f 0
000000b0 561c4f7a1637176abf 02e2da398fc 0000000001dd5fc06f 01268e7157b 0
000000b1 df01fdd5f0ab321c45 1fb41245a3e 0000000000708c0b42 000d60a2e49 0
000000b2 dc937599e9c25feea7 15a1e7b1d52 0000000000a3250508 109f41a6a17 0
000000b3 b37c6dce87b7b3e8f2 0f19556a847 0000000000be326e8c 06d4023601e 0
000000b4 6bb3e59c6d0737de90 151a4c170eb 000000000051a8e6b5 00149c7e669 0
000000b5 cd9f8109a98dfd72bd 1029786abca 0000000000cb8fe44b 08014b3368f 0
000000b6 9b03805865421eee4c 0686a4f086e 00000000017c0df92d 01cfd7174f6 0
000000b7 bc2350390754050a5e 148baf8f83c 000000000092835c53 047fd62feea 0
000000b8 5e1e99793a6f1a10fe 1df2bbf7862 00000000003248b02e 1aff05f0f62 0
000000b9 88ebe08305901efb48 05173ffb95f 0000000001ae54f804 0199f600dcc 0
000000ba f87b3ce57685ecb50b 1698ca49ba9 0000000000aff0cf1f 03aeeb03494 0
000000bb fccb032e3dee3c9bee 0e949722936 00000000011567bf0e 029ba8510fa 0
000000bc 832f8fdc697068a551 0be5e94ce19 0000000000b0699d04 0b4fb6f17ed 0
000000bd a6d72c858c3b00a6ba 0c06319ea9b 0000000000de01a48c 04d19ee0df6 0
000000be cd2ff434b7f8bf02bf 1fef5160c36 000000000066cd91e0 14abd4bbd7f 0
000000bf 92298988320d984c8e 1be70b85826 000000000053d025f2 184e9b77aa2 0
000000c0 f3017c5d4a75fb5682 177363e7b2b 0000000000a5cc5c04 0c24b79f5d6 0
000000c1 89e9c881c454e58565 1e525bb054c 000000000048c5f7f0 1210ff83a25 0
000000c2 5dbf07ae80a3a7cc82 1e7d55519ce 00000000003131f4d6 024d37de24e 0
000000c3 84d385db87ea11d702 09133d07ca2 0000000000ea2e1fb1 07a5eb80d00 0
000000c4 fe3bf2175a88cc37b7 0b455bd9469 000000000168e7ebd4 089edd1edc3 0
000000c5 cd82af2c74b67bac43 0d5474ebde9 0000000000f6ad09fc 04c83d689e7 0
000000c6 e3d005d505492fcf69 10565f49839 0000000000df1ba0a0 086fc2a0bc9 0
000000c7 4295344fbaee716147 14496904540 0000000000348369a7 0571a2cf487 0
000000c8 0d271d17e93d631d65 0cf9476dfde 0000000000103886a7 0ca5218df93 0
000000c9 3bf334b44a11de1765 0a7c2a45e73 00000000005b7ba162 01bed4a9c5f 0
000000ca 6491d272c42e8fb89b 191eca72b19 0000000000400e6ea5 01c36ee337e 0
000000cb c0807ca8c3e0ed37c3 05c0bba5b45 000000000217640fa2 04bafb26b19 0
000000cc 7e54e2d04c288049b9 1d9d022a041 00000000004441b341 01a25272638 0
000000cd 111b94ee6d9b3fc461 0816528c021 000000000021d8b8a3 02e8b5db75e 0
000000ce 49674e252c792fe869 02f17841a85 00000000018f08fcdc 0181a66321d 0
000000cf 8e626fea085b553a15 11eb316d591 00000000007f235a46 09b3a2eda6f 0
000000d0 fc6d14eae7668e952b 02c25cc472b 0000000005b7bfc6e5 00dc1b2a9b4 0
000000d1 372caca7cf38bd3001 18bfe7a9d80 000000000023ab3d5a 184d59a5101 0
000000d2 12967d94326e7f0b8a 13bf7441675 00000000000f0f655b 1058093e6f3 0
000000d3 90a30348da162ffff7 166f00ab1be 000000000067283fd0 0f53411d397 0
000000d4 72ceba4aa092794bc0 0edf73d550b 00000000007b821a1c 07bd48ae08c 0
000000d5 a9c50e663cefd8aac3 1d0b299cec3 00000000005d8683af 08f12d48a76 0
000000d6 8a13baac1a9c81eb07 1ed60481c28 000000000047a503f3 15e21f2b90f 0
000000d7 de5e80defd1f772233 04e7e247433 0000000002d53ed443 01358587cda 0
000000d8 e62430be8173ce8ebb 0588bb2de44 000000000299604777 027ea84611f 0
000000d9 eb36d302c1b4891b9c 191cb2d6a72 000000000095dd736f 11bf69cbe2e 0
000000da dd43f6371c055ba0d9 0282425ff5e 0000000005831e1d00 00cb069fad9 0
000000db 6386e61c286bdf3ebf 0b867282f78 00000000008a2b709d 098ea4da227 0
000000dc 51e79f3ef59d47fc7d 156b4b12aba 00000000003d2ebca9 10239862fb3 0
000000dd c4a9438be08f6f16c8 0a22ae97b08 00000000013673b664 027da2b57a8 0
000000de 348a8bbac810861add 01ee7ae4558 0000000001b338e750 01db63e075d 0
000000df a8e19b9da4ef7bed71 1d06dd623d6 00000000005d16fd38 01474d598a1 0
000000e0 3462a160e6050f4be3 06ff0be8fb8 000000000077cd300e 03b8158efd3 0
000000e1 ec44ce13ca464a90c2 17aa8ae9b91 00000000009fbbf912 0ede2c89790 0
000000e2 90a9b4aefbfb779a85 1bc769599c3 00000000005352836f 0d0897525f8 0
000000e3 21a4414ef00cbbd820 130f2b2a5f2 00000000001c3de0ee 05a16c7d124 0
000000e4 8f002c2a1b360a315a 17d2e587808 00000000006009ef54 0a430ab56ba 0
000000e5 399c75c981f225376e 0e4c454cb61 0000000000407828e9 0066bb8f425 0
000000e6 389780ac2c40bf69b6 100f1c1ee2e 000000000038624176 0035645f282 0
000000e7 3eeed9c7329b4498b4 0d2f1e66a75 00000000004c5feaf5 0183f06c4bb 0
000000e8 65800cb79a3a66615a 0ec57c22164 00000000006df13479 0184db84916 0
000000e9 e7b0b69b711381bbc1 10fabd436f1 0000000000da534a9d 09250575ff4 0
000000ea 18b1a065314447bb4a 051f712db15 00000000004d203498 01608f562d2 0
000000eb 74acc19246df0d2946 15204e5fa5b 0000000000585d3592 0e13c008a60 0
000000ec 1833ac27c523b904e1 15081a11f60 0000000000126968b9 0a3632a5881 0
000000ed 624b2b044b537b25e2 1f8166eac57 000000000031eb11e5 14d0e2c350f 0
000000ee 68b9ab351d5f2de1b0 1df1b42dfbe 000000000037f527f0 1baad902d90 0
000000ef fc7adfba8ca11be2a6 12dc1469975 0000000000d6325090 058129700d6 0
000000f0 e697fa6bfd2b266f0f 033b466563a 000000000475b6da1a 00be418492b 0
000000f1 d11e40812927b687d8 1c620f53a43 000000000075e22836 019d4bbc5b6 0
000000f2 06df884dc273f61d65 1ec0e2558af 000000000003936d1f 0aadd30dd34 0
000000f3 0d85deb88f8979934b 18152106149 000000000008fc00f2 125ea219c49 0
000000f4 2d7be7f629d6166625 178edb8ea44 00000000001ee43c27 0e1ab72c5c9 0
000000f5 e6e824ee914f7ea7be 1764432b091 00000000009df0fd05 00d6d11e7e9 0
000000f6 03e3d26f3d0c3c3de8 11d88573e6d 0000000000037cd307 010e599b1ed 0
000000f7 3e246b2d476eb877c3 1a334c95f66 000000000025f2ebd3 12825c034b1 0
000000f8 544bcb55b7b64e9517 12915389d75 000000000048a39344 049675b9303 0
000000f9 c6416dfadabb8f27ff 07915380470 0000000001a329a6ce 06d4faaf5df 0
000000fa c8f12dd5316a58fef4 1e8ea2a8739 000000000069370c9b 19836037371 0
000000fb df04bee6859b016de4 049daf7eb77 00000000030508e2e2 045bf8c80d6 0
000000fc 9bb98ff43015a46a9a 1dea23e411d 0000000000534a52d5 0dfed9af379 0
000000fd 52f845eb0f0e67fd8e 1c802af7a97 00000000002e9416ec 0f77ece005a 0
000000fe 6caf4287c99cdc6524 1b66aa834a3 00000000003f768af5 03a7d602725 0
000000ff a93900db1711db5292 0e3c8ccd1c5 0000000000be2f2bcd 0aa257040d1 0
00000100 9c75ced24be5b9e9a7 0510139fa20 0000000001ee76535d 0159cd1ac07 0
00000101 8072afb21a307f9748 0993f136b06 0000000000d692efb3 085e7952816 0
00000102 1d5ca987287aa4b7dc 13cca101e13 000000000017ba4685 0e9893de5fd 0
00000103 f58ab6f79072ae7cea 04b01f27c95 00000000034607fd11 0378661f605 0
00000104 cb8fdd750cc858ffc6 1f12fbcff74 000000000068d042e1 06c6b2092d2 0
00000105 8a571d6099f02e8bc5 0c113063425 0000000000b76d6889 0a195ec9bf8 0
00000106 1da82eaa4ef568f1c2 16cd1d2213f 000000000014cf8f90 062c0b30d52 0
00000107 37f63206411d0ecb13 096e63a8e8d 00000000005ef05297 04324ab8be8 0
00000108 56519e70e01b1d8b8e 191caac5201 000000000036ff6943 0a57d62ac4b 0
00000109 effd821c9b00436814 14988146ab7 0000000000ba705d05 1444708d781 0
0000010a e2ed5dcdcfb8721a0f 1014fcfb9d9 0000000000e1c5358a 062f400fe15 0
0000010b b76f54b0b3379baa70 1e0fdaa40d6 000000000061a161be 0f59418759c 0
0000010c 37da76e9b0e53c0755 101e9cb1f20 00000000003770653b 07562243af5 0
0000010d a69d5a7bceec1e4f3e 1e69acbdc50 000000000057a7b0e2 0f2347ed09e 0
0000010e f6f56b4f5b0c76ca44 01ee9028ebb 0000000007fd536625 00c4498a73d 0
0000010f 083add0b9cfb4f9666 1b2e30a26e6 000000000004d8394a 02dada721ea 0
00000110 516525bdf06772fabf 0ff9d20e5fd 00000000005184a18e 099eb1b4b69 0
00000111 85d3980d42cbe9630e 124f8bcf92a 000000000074f03202 05352653cba 0
00000112 8a40a18ea1e218048b 14fb09d2628 0000000000696eb979 1290a0e13a3 0
00000113 85b1903e0bc0899280 199141ef8a9 000000000053aa3dda 0b551af8d96 0
00000114 1e9737bc85e1bbd704 003bf468d0b 000000000829e6d949 0000e2d4be1 0
00000115 0a1e2dd4495d62614e 091b7d15f85 000000000011c678c9 06e2f5a09e1 0
00000116 66b3b9f0a99d495760 0448d84bb6a 00000000017f867117 02ba026b6da 0
00000117 2bd4835ca920210cd7 119793ee9ae 000000000027dd0bec 00e68e1266f 0
00000118 f552ee456091363f67 0981f973b07 00000000019cd78df3 09272455cc2 0
00000119 8af8a97f99cd632580 1c37723d16b 00000000004ecd7972 1c184c550da 0
0000011a b56aa49e27e8cb303c 104d69bd92c 0000000000b20d2c83 0e0ae7b7eb8 0
0000011b 53acf3ca83bae21ebd 083ded15303 0000000000a2707fd3 02d04dc3644 0
0000011c 8318a9d5476d961a4e 0cf5b0bbca9 0000000000a1d9c994 0515f6b579a 0
0000011d 20b783bc9531a2b9d0 106779722d2 00000000001fe924a9 0b8ded5352e 0
0000011e 6cc9ad69e5408d5581 14492948d42 000000000055cddd67 0e800fc85f3 0
0000011f 4777347dc46c1e3853 13ae346d052 00000000003a19c833 05ce640a7fd 0
00000120 fdc4938f18222df8c1 1041ad8579c 0000000000f9c35550 0e471a7cc01 0
00000121 4c834c8f69ce1ec960 0b24cff899d 00000000006ddafa18 04e011490a8 0
00000122 2cc531cb53f33ed487 1c17ef1cbba 0000000000197f7570 0ceac13b127 0
00000123 b839e3b19e19eaf2bb 1240d85477d 0000000000a17beec0 10317701efb 0
00000124 0461b4a113edc2b11b 1c218c61ef5 0000000000027dfd17 12cdfbcc818 0
00000125 d5be64e01b4072b11a 1eabfaaac25 00000000006f7ff48b 0a71158f503 0
00000126 3623d5a6d4d9e8ac44 0f521b4092b 0000000000388a55bd 09bd7c4a085 0
00000127 e3a4828ea9d56ca3f3 0bbd497e3ca 00000000013642e1ff 0b83cd833bd 0
00000128 d72b65ac7b0e627399 09e52b6040b 00000000015beaeb07 05f1aa43e4c 0
00000129 3ac38ce3318a605c58 1d77bb687ea 00000000001fe827ff 1d3feca5442 0
0000012a 6653cff87aa4420974 17e46ae3fd6 00000000004486a12e 12c18c8fb00 0
0000012b 76bd7d92fef71a4517 0fa3d29376e 000000000079794ffc 01cd96ec2cf 0
0000012c c37e277541c50039bc 16bd6570fff 0000000000898d09b7 11f36c0d373 0
0000012d d6a969a8cb9d7fd961 02dbff7fbc1 0000000004b12bb331 013bf95b670 0
0000012e f390548a5a8b6c56d0 0ee97366864 000000000105560382 0b718fa2808 0
0000012f 1575e0affe6960ad28 12a308d3b2e 0000000000126c922e 0faf0d7cee4 0
00000130 bfa22a0f8f33cae5e1 1c2b08a63f1 00000000006cd9f0db 1080c6c76b6 0
00000131 2b4f99d44bac666e59 181b043a28a 00000000001cbf5f87 04142748193 0
00000132 1774de3a438a6ffa62 0ed095fcde5 0000000000195544dc 0274f613596 0
00000133 b067ccfb84ad501abb 024ab7b50f4 0000000004cf86249d 0187f952517 0
