# profile sequence_id transaction_id reset_before id_meas iq_meas id_ref iq_ref we vdc pi_reset uq_zero_en old_xd old_xq old_du_d old_du_q old_sat ud_raw uq_raw error_code ud_hi uq_hi du_d_next du_q_next ud_lim uq_lim scale limited sat_flag next_xd next_xq next_du_d next_du_q next_sat
0 0000 0000000c 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000000d 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000000e 0 000199a 1ffe271 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00006fab76 0000114336 0 00006fab76 0000114336 0000000000 0000000000 00037d6 00008a2 100000000 0 0 00000f2aa7 0000025834 0000000000 0000000000 0
0 0000 0000000f 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00000f2aa7 0000025834 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000010 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000011 0 1ffe271 1ffe666 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0001604e53 0000000000 0 0001604e53 0000000000 0000000000 0000000000 000b027 0000000 100000000 0 0 00002fd958 0000000000 0000000000 0000000000 0
0 0000 00000012 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00002fd958 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000013 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000014 0 1ffe666 0001d8f 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00014f0b1d ffff0f5d23 0 00014f0b1d ffff0f5d23 0000000000 0000000000 000a786 1ff87af 100000000 0 0 00002d8124 ffffdf514f 0000000000 0000000000 0
0 0000 00000015 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00002d8124 ffffdf514f 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000016 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000017 0 0001d8f 000199a 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00005e6840 ffff20a05a 0 00005e6840 ffff20a05a 0000000000 0000000000 0002f34 1ff9050 100000000 0 0 00000cd273 ffffe1a983 0000000000 0000000000 0
0 0000 00000018 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00000cd273 ffffe1a983 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000019 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000001a 0 000199a 1ffe271 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00006fab76 0000114336 0 00006fab76 0000114336 0000000000 0000000000 00037d6 00008a2 100000000 0 0 00000f2aa7 0000025834 0000000000 0000000000 0
0 0000 0000001b 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00000f2aa7 0000025834 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000001c 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000001d 0 0000000 0000000 0007ba3 0002121 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00021b5d7c 000090865d 0 00021b5d7c 000090865d 0000000000 0000000000 0010daf 0004843 100000000 0 0 0000494137 000013a0fe 0000000000 0000000000 0
0 0000 0000001e 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000494137 000013a0fe 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000001f 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000020 0 0000000 0000000 0002121 0007ba3 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 000090865d 00021b5d7c 0 000090865d 00021b5d7c 0000000000 0000000000 0004843 0010daf 100000000 0 0 000013a0fe 0000494137 0000000000 0000000000 0
0 0000 00000021 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 000013a0fe 0000494137 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000022 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000023 0 0000000 0000000 1ffa57e 0005a82 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 fffe7528e0 00018ad720 0 fffe7528e0 00018ad720 0000000000 0000000000 1ff3a94 000c56c 100000000 0 0 ffffca5fc7 000035a039 0000000000 0000000000 0
0 0000 00000024 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffffca5fc7 000035a039 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000025 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000026 0 0000000 0000000 1ff845d 1ffdedf 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 fffde4a284 ffff6f79a3 0 fffde4a284 ffff6f79a3 0000000000 0000000000 1fef251 1ffb7bd 100000000 0 0 ffffb6bec9 ffffec5f02 0000000000 0000000000 0
0 0000 00000027 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffffb6bec9 ffffec5f02 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000028 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000029 0 0000000 0000000 1ffdedf 1ff845d 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 ffff6f79a3 fffde4a284 0 ffff6f79a3 fffde4a284 0000000000 0000000000 1ffb7bd 1fef251 100000000 0 0 ffffec5f02 ffffb6bec9 0000000000 0000000000 0
0 0000 0000002a 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffffec5f02 ffffb6bec9 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000002b 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000002c 0 0000000 0000000 0005a82 1ffa57e 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00018ad720 fffe7528e0 0 00018ad720 fffe7528e0 0000000000 0000000000 000c56c 1ff3a94 100000000 0 0 000035a039 ffffca5fc7 0000000000 0000000000 0
0 0000 0000002d 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 000035a039 ffffca5fc7 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000002e 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000002f 0 0000000 0000000 0008000 0000000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00022e6666 0000000000 0 00022e6666 0000000000 0000000000 0000000000 0011733 0000000 100000000 0 0 00004bd70a 0000000000 0000000000 0000000000 0
0 0000 00000030 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00004bd70a 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000031 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000032 0 0000000 0000000 0008000 000ddb2 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00022e6666 0003c72553 0 00022e6666 0003c72553 0000000000 0000000000 0011733 001e393 100000000 0 0 00004bd70a 0000835abe 0000000000 0000000000 0
0 0000 00000033 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00004bd70a 0000835abe 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000034 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000035 0 0000000 0000000 1ff8000 000ddb2 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 fffdd1999a 0003c72553 0 fffdd1999a 0003c72553 0000000000 0000000000 1fee8cd 001e393 100000000 0 0 ffffb428f6 0000835abe 0000000000 0000000000 0
0 0000 00000036 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffffb428f6 0000835abe 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000037 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000038 0 0000000 0000000 1ff8000 0000000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 fffdd1999a 0000000000 0 fffdd1999a 0000000000 0000000000 0000000000 1fee8cd 0000000 100000000 0 0 ffffb428f6 0000000000 0000000000 0000000000 0
0 0000 00000039 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffffb428f6 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000003a 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000003b 0 0000000 0000000 1ff8000 1ff224e 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 fffdd1999a fffc38daad 0 fffdd1999a fffc38daad 0000000000 0000000000 1fee8cd 1fe1c6d 100000000 0 0 ffffb428f6 ffff7ca542 0000000000 0000000000 0
0 0000 0000003c 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffffb428f6 ffff7ca542 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000003d 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000003e 0 0000000 0000000 0008000 1ff224e 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00022e6666 fffc38daad 0 00022e6666 fffc38daad 0000000000 0000000000 0011733 1fe1c6d 100000000 0 0 00004bd70a ffff7ca542 0000000000 0000000000 0
0 0000 0000003f 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00004bd70a ffff7ca542 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000040 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000041 0 0001875 1fff86f 0004000 0003333 00640000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0000af2599 000f228023 0 0000af2599 000f228023 0000000000 0000000000 0005793 0079140 100000000 0 0 0000176de1 000022d192 0000000000 0000000000 0
0 0000 00000042 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000176de1 000022d192 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000043 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 00000044 0 0000000 0000000 00f0000 1f60000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00416ffff4 ffd4600008 0 0014c0aaf2 fff22a38b4 002caf5502 ffe235c754 00a6055 1f9151c 0512fd8b9 1 1 0008e3332c fffa133338 002caf5502 ffe235c754 1
0 0000 00000045 0 0000000 0000000 00f0000 1f60000 00000000 0180000 0 0 0008e3332c fffa133338 002caf5502 ffe235c754 1 004a533320 ffce733340 0 0014c0aaf3 fff22a38b4 003592882d ffdc48fa8c 00a6055 1f9151c 0477a97f6 1 1 0008d68894 fffa1ba4f3 003592882d ffdc48fa8c 1
0 0000 00000046 0 0000000 0000000 00f0000 1f60000 00000000 0180000 0 0 0008d68894 fffa1ba4f3 003592882d ffdc48fa8c 1 004a468888 ffce7ba4fb 0 0014c0aaf3 fff22a38b4 003585dd95 ffdc516c47 00a6055 1f9151c 04786c876 1 1 000702d3c2 fffb5372d5 003585dd95 ffdc516c47 1
0 0000 00000047 0 0000000 0000000 00f0000 1f60000 00000000 0180000 0 0 000702d3c2 fffb5372d5 003585dd95 ffdc516c47 1 004872d3b6 ffcfb372dd 0 0014c0aaf3 fff22a38b4 0033b228c3 ffdd893a29 00a6055 1f9151c 049548975 1 1 000531a775 fffc89905e 0033b228c3 ffdd893a29 1
0 0000 00000048 0 0000000 0000000 00f0000 1f60000 00000000 0180000 0 0 000531a775 fffc89905e 0033b228c3 ffdd893a29 1 0046a1a769 ffd0e99066 0 0014c0aaf3 fff22a38b4 0031e0fc76 ffdebf57b2 00a6055 1f9151c 04b377bda 1 1 0003be05b8 fffd815187 0031e0fc76 ffdebf57b2 1
0 0000 00000049 0 0000000 0000000 0000000 0000000 00000000 0180000 0 0 0003be05b8 fffd815187 0031e0fc76 ffdebf57b2 1 0003be05b8 fffd815187 0 0003be05b8 fffd815187 0000000000 0000000000 001df03 1fec0a9 100000000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0
0 0000 0000004a 0 0000000 0000000 0000000 0000000 00000000 0180000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0 fff9c439aa 000427d990 0 fff9c439aa 000427d990 0000000000 0000000000 1fce21d 00213ed 100000000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0
0 0000 0000004b 0 0000000 0000000 0000000 0000000 00000000 0180000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0 fff9c439aa 000427d990 0 fff9c439aa 000427d990 0000000000 0000000000 1fce21d 00213ed 100000000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0
0 0000 0000004c 0 0000000 0000000 0000000 0000000 00000000 0180000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0 fff9c439aa 000427d990 0 fff9c439aa 000427d990 0000000000 0000000000 1fce21d 00213ed 100000000 0 0 fff9c439aa 000427d990 0000000000 0000000000 0
0 0000 0000004d 0 0000ccd 0000000 0008000 0008000 001e0000 0180000 0 1 fff9c439aa 000427d990 0000000000 0000000000 0 fffbbac826 0000000000 0 fffbbac826 0000000000 0000000000 0000000000 1fddd64 0000000 100000000 0 0 fffa087b15 0000000000 0000000000 0000000000 0
0 0000 0000004e 0 0000000 0000000 00a0000 00a0000 00000000 0180000 1 0 fffa087b15 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
0 0000 0000004f 0 0000000 0000000 000199a 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 00006fafd3 ffff90502d 0 00006fafd3 ffff90502d 0000000000 0000000000 00037d8 1ffc828 100000000 0 0 00000f2b3f fffff0d4c1 0000000000 0000000000 0
1 0000 00000000 1 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000001 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000002 0 0000000 0000000 0000000 0000000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000003 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000004 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000005 0 0008000 0000000 0000000 0000000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 fffba33333 0000000000 0 fffba33333 0000000000 0000000000 0000000000 1fdd19a 0000000 100000000 0 0 ffff6851ec 0000000000 0000000000 0000000000 0
1 0000 00000006 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 ffff6851ec 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000007 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000008 0 0000000 0008000 0000000 0000000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 fffba33333 0 0000000000 fffba33333 0000000000 0000000000 0000000 1fdd19a 100000000 0 0 0000000000 ffff6851ec 0000000000 0000000000 0
1 0000 00000009 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 ffff6851ec 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 0000000a 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 0000000b 0 0000000 0000000 0000000 0000000 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 0000000c 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 0000000d 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 0000000e 0 000199a 1ffe271 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0000df56ed 000022866d 0 0000df56ed 000022866d 0000000000 0000000000 0006fab 0001143 100000000 0 0 00001e554e 000004b068 0000000000 0000000000 0
1 0000 0000000f 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 00001e554e 000004b068 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000010 0 0000000 0000000 0000000 0000000 00000000 0180000 1 0 0000000000 0000000000 0000000000 0000000000 0 0000000000 0000000000 0 0000000000 0000000000 0000000000 0000000000 0000000 0000000 100000000 0 0 0000000000 0000000000 0000000000 0000000000 0
1 0000 00000011 0 1ffe271 1ffe666 0003333 1ffe666 00000000 0180000 0 0 0000000000 0000000000 0000000000 0000000000 0 0002c09ca7 0000000000 0 0002c09ca7 0000000000 0000000000 0000000000 001604e 0000000 100000000 0 0 00005fb2b0 0000000000 0000000000 0000000000 0
