parameter_profile,case_id,time_s,ia,ib,ic,theta_e,id_ref,iq_ref,we,pi_reset,uq_zero_en,vdc,i_alpha,i_beta,id,iq,ud_raw,uq_raw,ud_lim,uq_lim,v_alpha,v_beta,sector,t1,t2,duty_a,duty_b,duty_c,du_d_z,du_q_z,sat_flag_z,kp,ki
real_commissioning,edge_1_-1.732_reset2,0.0061,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,2.18125,2962.5
real_commissioning,edge_1_-1.732,0.0062,0,0,0,0,1,-1.732,0,0,0,48,0,0,0,0,2.18125,-3.777925,2.18125,-3.777925,2.18125,-3.777925,2,3.99895833333441e-10,1.36327997760417e-05,4318.34001640625,5681.65998359375,4318.38000598958,0,0,0,2.18125,2962.5
real_commissioning,feedforward_reset1,0.0063,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,2.18125,2962.5
real_commissioning,feedforward_reset2,0.0064,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,2.18125,2962.5
real_commissioning,feedforward,0.0065,0.2,-0.1,-0.1,0.3,0.5,0.4,100,0,0,48,0.2,0,0.191066365401038,-0.0591037512790529,0.684175095067181,15.1347611382399,0.684175095067181,15.1347611382399,-3.81899154635006,14.6609055827327,1,3.83850657378576e-05,1.45163685731697e-05,6193.43485823439,2354.92828444864,7645.07171555136,0,0,0,2.18125,2962.5
real_commissioning,sat_start_reset1,0.0066,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,2.18125,2962.5
real_commissioning,sat_start_reset2,0.0067,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,2.18125,2962.5
real_commissioning,sat_start,0.0068,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,65.4375,-43.625,20.7526084692659,-13.8350723128439,23.087365371818,-9.43631277208387,2,5.51233358272965e-05,3.40513278177635e-05,541.266817747002,9458.733182253,6053.60040047665,0,0,0,2.18125,2962.5
real_commissioning,sat_hold_1,0.0069,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,74.325,-49.55,20.7526085008189,-13.8350723338793,23.0873654069208,-9.43631278643116,2,5.51233359111079e-05,3.40513278695363e-05,541.266810967793,9458.73318903221,6053.60040207858,44.6848915307341,-29.7899276871561,1,2.18125,2962.5
real_commissioning,sat_hold_2,0.007,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,74.2755216938532,-49.5170144625688,20.7526085006641,-13.8350723337761,23.0873654067486,-9.43631278636079,2,5.51233359106968e-05,3.40513278692824e-05,541.266811001043,9458.73318899896,6053.60040207072,53.5723914991811,-35.7149276661207,1,2.18125,2962.5
real_commissioning,sat_hold_3,0.0071,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,72.448543394017,-48.2990289293446,20.7526084948017,-13.8350723298678,23.0873654002266,-9.4363127836951,2,5.51233358951248e-05,3.40513278596631e-05,541.266812260604,9458.7331877394,6053.60040177309,53.5229131931891,-35.6819421287927,1,2.18125,2962.5
real_commissioning,sat_hold_4,0.0072,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,70.6314607553792,-47.0876405035861,20.7526084886701,-13.8350723257801,23.0873653934052,-9.43631278090706,2,5.51233358788382e-05,3.40513278496023e-05,541.266813577974,9458.73318642203,6053.60040146179,51.6959348992153,-34.4639565994769,1,2.18125,2962.5
real_commissioning,recovery_1,0.0073,0,0,0,0,0,0,0,0,0,48,0,0,0,0,3.74227377553609,-2.49484918369073,3.74227377553609,-2.49484918369073,3.74227377553609,-2.49484918369073,2,7.19348181297493e-06,9.00276723139733e-06,4190.18754778139,5809.81245221861,4909.53572907888,49.878852266709,-33.252568177806,1,2.18125,2962.5
real_commissioning,recovery_2,0.0074,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-6.23349667780571,4.15566445187047,-6.23349667780571,4.15566445187047,-6.23349667780571,4.15566445187047,5,1.49958883272601e-05,1.19821658362265e-05,6348.90270817433,3651.09729182567,5150.68612455168,0,0,0,2.18125,2962.5
real_commissioning,recovery_3,0.0075,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-6.23349667780571,4.15566445187047,-6.23349667780571,4.15566445187047,-6.23349667780571,4.15566445187047,5,1.49958883272601e-05,1.19821658362265e-05,6348.90270817433,3651.09729182567,5150.68612455168,0,0,0,2.18125,2962.5
real_commissioning,recovery_4,0.0076,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-6.23349667780571,4.15566445187047,-6.23349667780571,4.15566445187047,-6.23349667780571,4.15566445187047,5,1.49958883272601e-05,1.19821658362265e-05,6348.90270817433,3651.09729182567,5150.68612455168,0,0,0,2.18125,2962.5
real_commissioning,q_zero,0.0077,0.1,-0.05,-0.05,0,1,1,30,0,1,48,0.1,0,0.1,0,-4.27037167780571,0,-4.27037167780571,0,-4.27037167780571,0,4,-0,1.33449114931428e-05,5667.24557465714,4332.75442534286,4332.75442534286,0,0,0,2.18125,2962.5
real_commissioning,reset_after_sat,0.0078,0,0,0,0,20,20,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,2.18125,2962.5
real_commissioning,release,0.0079,0,0,0,0,0.2,-0.2,0,0,0,48,0,0,0,0,0.43625,-0.43625,0.43625,-0.43625,0.43625,-0.43625,2,5.76213541666667e-07,1.57422630208333e-06,4892.4780078125,5107.5219921875,4950.09936197917,0,0,0,2.18125,2962.5
MIL_PI_override,zero_reset1,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,zero_reset2,0.0001,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,zero,0.0002,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,d_current_reset1,0.0003,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,d_current_reset2,0.0004,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,d_current,0.0005,1,-0.5,-0.5,0,0,0,0,0,0,48,1,0,1,0,-4.3625,0,-4.3625,0,-4.3625,0,4,-0,1.36328125e-05,5681.640625,4318.359375,4318.359375,0,0,0,4.3625,5925
MIL_PI_override,q_current_reset1,0.0006,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,q_current_reset2,0.0007,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,q_current,0.0008,0,0.866025403784439,-0.866025403784439,0,0,0,0,0,0,48,0,1,0,1,0,-4.3625,0,-4.3625,0,-4.3625,6,7.87067708333333e-06,7.87067708333333e-06,5000,5787.06770833333,4212.93229166667,0,0,0,4.3625,5925
MIL_PI_override,common_mode_reset1,0.0009,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,common_mode_reset2,0.001,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,common_mode,0.0011,1,1,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_0.0000_reset1,0.0012,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_0.0000_reset2,0.0013,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_0.0000,0.0014,0.2,-0.3,0.1,0,0.4,-0.2,0,0,0,48,0.2,-0.23094010767585,0.2,-0.23094010767585,0.8725,0.134976219735897,0.8725,0.134976219735897,0.8725,0.134976219735897,3,2.48304290355982e-06,4.8706731292614e-07,4851.4944891757,5099.79877953168,5148.5055108243,0,0,0,4.3625,5925
MIL_PI_override,angle_1.5708_reset1,0.0015,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_1.5708_reset2,0.0016,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_1.5708,0.0017,0.2,-0.3,0.1,1.5707963267949,0.4,-0.2,0,0,0,48,0.2,-0.23094010767585,-0.23094010767585,-0.2,2.7524762197359,0,2.7524762197359,0,3.37081119222877e-16,2.7524762197359,1,4.96592584644018e-06,4.96592584644018e-06,5000,4503.40741535598,5496.59258464402,0,0,0,4.3625,5925
MIL_PI_override,angle_3.1416_reset1,0.0018,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_3.1416_reset2,0.0019,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_3.1416,0.002,0.2,-0.3,0.1,3.14159265358979,0.4,-0.2,0,0,0,48,0.2,-0.23094010767585,-0.2,0.23094010767585,2.6175,-1.8799762197359,2.6175,-1.8799762197359,-2.6175,1.8799762197359,5,6.78397252125948e-06,4.78789707022648e-06,5578.5934795743,4421.4065204257,5099.80377255165,0,0,0,4.3625,5925
MIL_PI_override,angle_4.7124_reset1,0.0021,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_4.7124_reset2,0.0022,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_4.7124,0.0023,0.2,-0.3,0.1,4.71238898038469,0.4,-0.2,0,0,0,48,0.2,-0.23094010767585,0.23094010767585,0.2,0.737523780264103,-1.745,0.737523780264103,-1.745,-1.745,-0.737523780264103,4,2.66138529124053e-06,4.12250917977352e-06,5339.1947235507,4926.94380557335,4660.8052764493,0,0,0,4.3625,5925
MIL_PI_override,angle_6.2832_reset1,0.0024,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_6.2832_reset2,0.0025,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,angle_6.2832,0.0026,0.2,-0.3,0.1,6.28318530717959,0.4,-0.2,0,0,0,48,0.2,-0.23094010767585,0.2,-0.23094010767585,0.8725,0.134976219735897,0.8725,0.134976219735897,0.8725,0.134976219735897,3,2.48304290355982e-06,4.8706731292614e-07,4851.4944891757,5099.79877953168,5148.5055108243,0,0,0,4.3625,5925
MIL_PI_override,sector_15_reset1,0.0027,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_15_reset2,0.0028,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_15,0.0029,0,0,0,0,0.965925826289068,0.258819045102521,0,0,0,48,0,0,0,0,4.21385141718606,1.12909808425975,4.21385141718606,1.12909808425975,4.21385141718606,1.12909808425975,3,1.11312045516878e-05,4.07439748280481e-06,4239.71989827537,5352.84035344415,5760.28010172463,0,0,0,4.3625,5925
MIL_PI_override,sector_75_reset1,0.003,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_75_reset2,0.0031,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_75,0.0032,0,0,0,0,0.258819045102521,0.965925826289068,0,0,0,48,0,0,0,0,1.12909808425975,4.21385141718606,1.12909808425975,4.21385141718606,1.12909808425975,4.21385141718606,1,4.07405875186148e-06,1.11309217784849e-05,4647.15684866883,4239.75097348268,5760.24902651732,0,0,0,4.3625,5925
MIL_PI_override,sector_135_reset1,0.0033,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_135_reset2,0.0034,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
